CLASS,DATE,TIME,FRAME,MINOR DIAMETER,MAJOR DIAMETER,ASPECT RATIO,BOUNDING RECT WIDTH,BOUNDING RECT HEIGHT,BOUNDING RECT DIAGONAL,PERIMETER,CONVEX HULL PERIMETER,HOLES' PERIMETER,MAX FERET DIAMETER,EQUIVALENT ELLIPSE MAJOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS,EQUIVALENT ELLIPSE MINOR AXIS (FERET),EQUIVALENT RECT LONG SIDE,EQUIVALENT RECT SHORT SIDE,EQUIVALENT RECT DIAGONAL,EQUIVALENT RECT SHORT SIDE (FERET),AVERAGE HORIZ. SEGMENT LENGTH,AVERAGE VERT. SEGMENT LENGTH,HYDRAULIC RADIUS,WADDEL DISK DIAMETER,AREA,HOLES' AREA,PARTICLE & HOLES' AREA,CONVEX HULL AREA,IMAGE AREA,NUMBER OF HOLES,NUMBER OF HORIZ. SEGMENTS,NUMBER OF VERT. SEGMENTS,ORIENTATION,MAX FERET DIAMETER ORIENTATION,% AREA/IMAGE AREA,% AREA/(PARTICLE & HOLES' AREA),RATIO OF EQUIVALENT ELLIPSE AXES,RATIO OF EQUIVALENT RECT SIDES,ELONGATION FACTOR,COMPACTNESS FACTOR,HEYWOOD CIRCULARITY FACTOR,TYPE FACTOR,CIRCULARITY,SPHERICITY,CONVEXITY,,
,01/12/22,10:35:39,680,581.98,658.10,1.13,650.83,606.79,889.82,1951.58,1942.04,0.00,654.96,658.10,581.98,596.18,487.90,487.90,689.99,468.24,3379.88,3342.33,154.14,618.87,300809.26,0.00,300809.26,306676.03,110343025.46,0.00,89.00,90.00,138.30,141.43,0.27,100.00,1.13,1.00,1.40,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:39,684,545.88,600.53,1.10,601.88,553.84,817.92,1802.82,1798.25,0.00,601.92,600.53,545.88,555.67,450.71,450.71,637.39,436.42,3029.02,3218.34,142.81,572.55,257467.06,0.00,257467.06,262687.28,110343025.46,0.00,85.00,80.00,106.96,107.39,0.23,100.00,1.10,1.00,1.38,0.79,1.00,1.00,1.00,1.00,0.98,0.00,0.00
,01/12/22,10:35:39,685,663.92,1525.64,2.30,1328.30,858.86,1581.78,3696.13,3512.26,0.00,1328.32,1525.64,663.92,840.40,1165.49,682.57,1350.66,660.05,5339.15,4165.09,215.23,1006.43,795532.98,0.00,795532.98,876757.71,110343025.46,0.00,149.00,191.00,0.48,5.68,0.72,100.00,2.30,1.71,2.01,0.70,1.17,0.92,0.86,0.73,0.91,0.00,0.00
,01/12/22,10:35:39,685,462.67,529.82,1.15,508.56,491.82,707.48,1562.56,1543.52,0.00,508.64,529.82,462.67,492.49,390.64,390.64,552.45,386.80,2673.97,2673.97,123.21,495.11,192525.59,0.00,192525.59,196740.08,110343025.46,0.00,72.00,72.00,9.78,14.98,0.17,100.00,1.15,1.00,1.31,0.79,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:40,710,560.82,647.49,1.15,609.00,595.15,851.52,1902.88,1887.71,0.00,618.40,647.49,560.82,597.95,475.72,475.72,672.77,469.63,3316.24,3240.87,149.88,602.60,285196.49,0.00,285196.49,290416.71,110343025.46,0.00,86.00,88.00,159.54,148.27,0.26,100.00,1.15,1.00,1.32,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
,01/12/22,10:35:40,716,575.20,633.84,1.10,609.00,595.15,851.52,1901.39,1894.52,0.00,624.56,633.84,575.20,595.36,475.35,475.35,672.24,467.60,3291.33,3253.93,150.60,603.81,286345.90,0.00,286345.90,292045.04,110343025.46,0.00,87.00,88.00,11.29,21.45,0.26,100.00,1.10,1.00,1.34,0.79,1.00,1.00,1.00,1.00,0.98,0.00,0.00
,01/12/22,10:35:40,717,598.69,657.15,1.10,622.84,615.92,875.94,1974.81,1962.37,0.00,647.79,657.15,598.69,617.65,493.70,493.70,698.20,485.10,3433.32,3471.90,156.47,627.24,308998.78,0.00,308998.78,314242.95,110343025.46,0.00,90.00,89.00,63.77,40.67,0.28,100.00,1.10,1.00,1.34,0.81,1.00,1.00,1.00,1.00,0.98,0.00,0.00
,01/12/22,10:35:40,720,547.28,611.80,1.12,601.90,567.64,827.34,1823.51,1816.63,0.00,602.87,611.80,547.28,567.02,455.88,455.88,644.71,445.34,3130.65,3130.65,144.21,578.64,262974.63,0.00,262974.63,268482.21,110343025.46,0.00,84.00,84.00,133.58,131.74,0.24,100.00,1.12,1.00,1.35,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:41,734,532.89,615.51,1.16,588.31,572.83,821.12,1808.57,1801.32,0.00,589.37,615.51,532.89,570.08,452.14,452.14,639.43,447.74,3030.71,3103.74,142.44,572.71,257610.74,0.00,257610.74,263884.58,110343025.46,0.00,85.00,83.00,74.60,74.33,0.23,100.00,1.16,1.00,1.32,0.76,1.01,1.00,0.99,0.99,0.98,0.00,0.00
,01/12/22,10:35:41,736,484.18,484.18,1.00,484.43,484.43,685.08,1520.81,1521.90,0.00,496.20,484.18,484.18,484.25,380.20,380.20,537.69,380.33,2631.32,2631.32,121.11,484.27,184192.39,0.00,184192.39,188718.18,110343025.46,0.00,70.00,70.00,57.08,50.09,0.17,100.00,1.00,1.00,1.30,0.78,1.00,1.00,1.00,1.00,0.98,0.00,0.00
,01/12/22,10:35:41,738,464.80,721.55,1.55,684.64,509.72,853.55,1906.66,1833.96,0.00,687.91,721.55,464.80,503.27,476.66,476.66,674.10,395.26,2802.19,3062.86,138.15,579.12,263405.66,0.00,263405.66,271906.48,110343025.46,0.00,94.00,86.00,122.31,126.41,0.24,100.00,1.55,1.00,1.74,0.70,1.05,0.95,0.95,0.91,0.97,0.00,0.00
,01/12/22,10:35:41,738,647.90,729.02,1.13,699.83,687.38,980.94,2166.62,2151.38,0.00,703.16,729.02,647.90,683.52,541.65,541.65,766.01,536.84,3709.71,3747.18,171.22,687.27,370970.95,0.00,370970.95,377484.26,110343025.46,0.00,100.00,99.00,61.06,53.81,0.34,100.00,1.13,1.00,1.31,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:41,740,610.40,719.66,1.18,696.00,634.96,942.12,2096.30,2082.86,0.00,696.59,719.66,610.40,641.87,524.08,524.08,741.15,504.12,3750.15,3484.99,164.58,662.79,345013.52,0.00,345013.52,351167.64,110343025.46,0.00,92.00,99.00,171.09,159.04,0.31,100.00,1.18,1.00,1.38,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
,01/12/22,10:35:42,750,637.15,722.19,1.13,689.17,673.96,963.94,2139.41,2126.25,0.00,693.60,722.19,637.15,675.02,534.85,534.85,756.40,530.16,3687.68,3687.68,168.92,678.34,361392.57,0.00,361392.57,367714.30,110343025.46,0.00,98.00,98.00,140.48,114.78,0.33,100.00,1.13,1.00,1.31,0.79,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:42,758,591.72,678.50,1.15,654.01,624.47,904.27,1999.90,1992.67,0.00,661.07,678.50,591.72,619.54,499.97,499.97,707.07,486.58,3503.56,3284.59,157.67,633.62,315320.52,0.00,315320.52,321666.20,110343025.46,0.00,90.00,96.00,12.94,6.01,0.29,100.00,1.15,1.00,1.36,0.77,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:42,761,507.26,573.40,1.13,555.81,534.26,770.95,1700.68,1687.58,0.00,555.88,573.40,507.26,534.11,425.17,425.17,601.28,419.49,2891.70,2966.81,134.33,539.32,228444.54,0.00,228444.54,233185.85,110343025.46,0.00,79.00,77.00,102.67,108.89,0.21,100.00,1.13,1.00,1.33,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:42,770,596.96,723.92,1.21,713.16,615.00,941.71,2084.39,2067.59,0.00,713.34,723.92,596.96,616.33,521.10,521.10,736.94,484.06,3649.57,3463.37,162.83,657.38,339410.17,0.00,339410.17,345300.87,110343025.46,0.00,93.00,98.00,32.96,30.30,0.31,100.00,1.21,1.00,1.47,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
,01/12/22,10:35:43,775,503.39,581.57,1.16,546.71,539.79,768.29,1708.67,1696.70,0.00,553.50,581.57,503.39,541.03,427.17,427.17,604.10,424.93,2947.81,2874.11,134.57,541.07,229929.19,0.00,229929.19,235197.31,110343025.46,0.00,78.00,80.00,163.43,137.53,0.21,100.00,1.16,1.00,1.30,0.78,1.01,1.00,0.99,0.99,0.98,0.00,0.00
,01/12/22,10:35:43,777,599.43,690.21,1.15,656.55,637.81,915.35,2030.78,2019.60,0.00,661.36,690.21,599.43,637.34,507.70,507.70,717.99,500.56,3532.03,3420.49,160.01,643.22,324946.80,0.00,324946.80,331053.02,110343025.46,0.00,92.00,95.00,162.83,13.31,0.29,100.00,1.15,1.00,1.32,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:43,778,493.62,587.51,1.19,567.47,519.03,769.04,1704.64,1695.18,0.00,573.52,587.51,493.62,518.27,426.16,426.16,602.68,407.05,2997.03,2777.73,133.62,538.53,227774.06,0.00,227774.06,233449.25,110343025.46,0.00,76.00,82.00,10.36,19.75,0.21,100.00,1.19,1.00,1.41,0.77,1.01,1.00,0.99,0.99,0.98,0.00,0.00
,01/12/22,10:35:43,782,577.24,647.55,1.12,626.36,606.79,872.08,1927.07,1917.30,0.00,631.24,647.55,577.24,604.72,481.77,481.77,681.32,474.95,3191.06,3298.62,152.34,611.39,293577.58,0.00,293577.58,299803.53,110343025.46,0.00,92.00,89.00,45.46,52.13,0.27,100.00,1.12,1.00,1.33,0.77,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:43,786,592.91,693.69,1.17,685.08,616.58,921.69,2027.18,2018.86,0.00,687.60,693.69,592.91,608.81,506.79,506.79,716.72,478.16,3511.21,3473.45,159.35,641.32,323031.12,0.00,323031.12,328778.16,110343025.46,0.00,92.00,93.00,138.97,139.90,0.29,100.00,1.17,1.00,1.44,0.79,1.01,0.99,0.99,0.99,0.98,0.00,0.00
,01/12/22,10:35:43,789,542.63,603.23,1.11,588.25,569.63,818.85,1802.42,1795.11,0.00,589.86,603.23,542.63,566.97,450.61,450.61,637.25,445.30,3097.40,3060.52,142.63,572.13,257083.92,0.00,257083.92,262663.33,110343025.46,0.00,83.00,84.00,152.37,157.95,0.23,100.00,1.11,1.00,1.32,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:43,792,581.02,639.15,1.10,618.25,609.24,867.99,1918.80,1912.44,0.00,623.03,639.15,581.02,607.84,479.70,479.70,678.40,477.40,3277.10,3314.34,152.00,609.39,291661.90,0.00,291661.90,297432.88,110343025.46,0.00,89.00,88.00,104.62,77.82,0.26,100.00,1.10,1.00,1.31,0.78,1.00,1.00,1.00,1.00,0.98,0.00,0.00
,01/12/22,10:35:43,793,571.83,657.84,1.15,621.47,616.58,875.44,1936.28,1926.95,0.00,627.01,657.84,571.83,612.10,484.07,484.07,684.58,480.74,3319.61,3319.61,152.58,613.33,295445.37,0.00,295445.37,301431.86,110343025.46,0.00,89.00,89.00,46.58,52.62,0.27,100.00,1.15,1.00,1.30,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:44,794,571.01,651.96,1.14,636.91,598.90,874.26,1925.23,1915.92,0.00,638.82,651.96,571.01,594.35,481.31,481.31,680.67,466.80,3322.50,3212.97,151.87,610.14,292380.28,0.00,292380.28,298199.15,110343025.46,0.00,88.00,91.00,153.86,157.05,0.26,100.00,1.14,1.00,1.37,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:44,795,573.21,648.91,1.13,618.76,601.57,862.99,1923.39,1914.56,0.00,632.64,648.91,573.21,600.34,480.85,480.85,680.02,471.51,3357.94,3282.48,151.89,609.89,292140.82,0.00,292140.82,298294.94,110343025.46,0.00,87.00,89.00,159.89,160.18,0.26,100.00,1.13,1.00,1.34,0.79,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:44,795,511.38,598.83,1.17,567.47,539.79,783.20,1749.32,1735.48,0.00,573.39,598.83,511.38,544.76,437.33,437.33,618.48,427.85,3083.50,2933.09,137.49,553.38,240513.31,0.00,240513.31,245326.45,110343025.46,0.00,78.00,82.00,6.02,23.47,0.22,100.00,1.17,1.00,1.34,0.79,1.01,1.00,0.99,0.99,0.98,0.00,0.00
,01/12/22,10:35:44,804,561.38,636.19,1.13,611.68,597.00,854.73,1884.81,1877.94,0.00,614.98,636.19,561.38,593.24,471.20,471.20,666.38,465.93,3187.54,3224.17,148.82,597.62,280503.08,0.00,280503.08,286537.47,110343025.46,0.00,88.00,87.00,41.27,50.94,0.25,100.00,1.13,1.00,1.32,0.77,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:44,805,611.64,729.67,1.19,721.82,627.82,956.65,2115.07,2102.73,0.00,722.51,729.67,611.64,629.05,528.77,528.77,747.79,494.06,3689.70,3540.62,165.73,668.05,350521.10,0.00,350521.10,356962.56,110343025.46,0.00,95.00,99.00,146.09,143.57,0.32,100.00,1.19,1.00,1.46,0.78,1.01,0.99,0.99,0.98,0.98,0.00,0.00
,01/12/22,10:35:44,807,678.22,753.89,1.11,737.79,705.48,1020.80,2252.68,2242.72,0.00,737.86,753.89,678.22,704.23,563.17,563.17,796.44,553.10,3898.78,3824.51,178.26,715.05,401573.90,0.00,401573.90,408111.15,110343025.46,0.00,103.00,105.00,162.45,156.80,0.36,100.00,1.11,1.00,1.33,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:44,809,604.64,696.26,1.15,664.36,636.68,920.18,2048.52,2041.59,0.00,671.85,696.26,604.64,638.78,512.13,512.13,724.26,501.70,3593.98,3444.23,161.41,648.84,330645.94,0.00,330645.94,337063.46,110343025.46,0.00,92.00,96.00,20.15,11.89,0.30,100.00,1.15,1.00,1.34,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:44,810,539.92,589.77,1.09,577.43,552.96,799.49,1776.23,1763.06,0.00,585.46,589.77,539.92,554.57,444.06,444.06,627.99,435.56,2977.28,3087.55,140.80,564.29,250091.70,0.00,250091.70,255000.62,110343025.46,0.00,84.00,81.00,53.78,57.06,0.23,100.00,1.09,1.00,1.34,0.78,1.00,1.00,1.00,1.00,0.98,0.00,0.00
,01/12/22,10:35:44,813,579.53,599.23,1.03,602.07,574.39,832.12,1851.84,1848.36,0.00,608.88,599.23,579.53,580.66,462.96,462.96,654.73,456.05,3135.00,3246.96,147.28,589.30,272744.59,0.00,272744.59,277677.46,110343025.46,0.00,87.00,84.00,79.03,58.48,0.25,100.00,1.03,1.00,1.34,0.79,1.00,1.00,1.00,1.00,0.98,0.00,0.00
,01/12/22,10:35:45,820,617.12,662.03,1.07,636.68,629.76,895.52,2010.52,2004.11,0.00,657.55,662.03,617.12,632.32,502.63,502.63,710.83,496.62,3487.78,3526.11,159.60,639.18,320875.99,0.00,320875.99,326551.18,110343025.46,0.00,92.00,91.00,75.35,139.27,0.29,100.00,1.07,1.00,1.32,0.80,1.00,1.00,1.00,1.00,0.98,0.00,0.00
,01/12/22,10:35:45,823,512.92,588.71,1.15,588.23,512.11,779.92,1734.53,1734.32,0.00,596.16,588.71,512.92,517.46,433.63,433.63,613.25,406.41,2790.13,3162.15,136.73,549.51,237160.88,0.00,237160.88,242285.32,110343025.46,0.00,85.00,75.00,87.92,80.65,0.21,100.00,1.15,1.00,1.47,0.79,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:45,826,640.17,695.05,1.09,671.28,657.44,939.60,2099.14,2092.54,0.00,683.69,695.05,640.17,661.79,524.79,524.79,742.16,519.77,3678.60,3602.76,166.48,667.05,349467.47,0.00,349467.47,355358.18,110343025.46,0.00,95.00,97.00,162.05,148.24,0.32,100.00,1.09,1.00,1.32,0.79,1.00,1.00,1.00,1.00,0.98,0.00,0.00
,01/12/22,10:35:45,828,440.23,469.56,1.07,456.75,456.75,645.94,1429.84,1430.31,0.00,466.14,469.56,440.23,455.50,357.46,357.46,505.52,357.75,2423.19,2423.19,113.55,454.66,162353.67,0.00,162353.67,166759.73,110343025.46,0.00,67.00,67.00,73.90,49.21,0.15,100.00,1.07,1.00,1.30,0.78,1.00,1.00,1.00,1.00,0.97,0.00,0.00
,01/12/22,10:35:45,833,545.68,631.14,1.16,597.00,577.43,830.56,1853.42,1840.93,0.00,605.29,631.14,545.68,580.83,463.35,463.35,655.28,456.18,3145.28,3145.28,145.94,586.86,270493.67,0.00,270493.67,276120.97,110343025.46,0.00,86.00,86.00,140.24,149.04,0.25,100.00,1.16,1.00,1.33,0.76,1.01,1.00,0.99,0.99,0.98,0.00,0.00
,01/12/22,10:35:45,835,456.81,512.32,1.12,501.50,479.44,693.80,1524.80,1513.74,0.00,502.15,512.32,456.81,476.99,381.20,381.20,539.10,374.63,2625.85,2625.85,120.55,483.77,183809.26,0.00,183809.26,188119.53,110343025.46,0.00,70.00,70.00,46.87,60.26,0.17,100.00,1.12,1.00,1.34,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:46,843,573.73,646.31,1.13,649.41,581.40,871.64,1919.82,1911.28,0.00,650.66,646.31,573.73,581.23,479.96,479.96,678.76,456.50,3426.25,3165.55,151.70,608.94,291230.88,0.00,291230.88,297025.80,110343025.46,0.00,85.00,92.00,14.25,23.84,0.26,100.00,1.13,1.00,1.43,0.79,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:46,844,531.28,752.58,1.42,717.50,572.77,918.08,2046.43,2025.38,0.00,729.27,752.58,531.28,560.93,511.61,511.61,723.52,440.55,3783.46,2990.74,153.45,632.32,314027.44,0.00,314027.44,321283.07,110343025.46,0.00,83.00,105.00,10.79,9.28,0.28,100.00,1.42,1.00,1.66,0.75,1.03,0.98,0.97,0.94,0.98,0.00,0.00
,01/12/22,10:35:46,846,403.00,459.68,1.14,435.99,429.06,611.70,1358.02,1345.82,0.00,442.15,459.68,403.00,430.43,339.50,339.50,480.13,338.06,2309.46,2346.70,107.14,430.41,145495.71,0.00,145495.71,149470.74,110343025.46,0.00,63.00,62.00,52.97,39.92,0.13,100.00,1.14,1.00,1.31,0.78,1.00,1.00,1.00,0.99,0.97,0.00,0.00
,01/12/22,10:35:46,847,569.11,636.77,1.12,616.58,597.00,858.24,1897.17,1887.97,0.00,617.82,636.77,569.11,597.72,474.29,474.29,670.75,469.45,3271.51,3271.51,150.02,601.99,284621.79,0.00,284621.79,290033.58,110343025.46,0.00,87.00,87.00,36.00,41.37,0.26,100.00,1.12,1.00,1.32,0.79,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:46,855,484.63,537.65,1.11,521.45,512.56,731.18,1607.94,1598.11,0.00,524.58,537.65,484.63,508.20,401.99,401.99,568.49,399.14,2692.66,2765.44,127.27,510.45,204642.25,0.00,204642.25,209383.55,110343025.46,0.00,76.00,74.00,142.53,149.04,0.19,100.00,1.11,1.00,1.31,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:47,870,645.53,733.88,1.14,692.04,685.12,973.81,2171.20,2154.60,0.00,702.65,733.88,645.53,686.19,542.80,542.80,767.64,538.93,3758.31,3720.72,171.37,688.29,372072.47,0.00,372072.47,378681.55,110343025.46,0.00,99.00,100.00,134.45,140.19,0.34,100.00,1.14,1.00,1.30,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:47,882,516.19,574.94,1.11,569.14,531.95,779.03,1716.43,1705.08,0.00,569.41,574.94,516.19,532.13,429.11,429.11,606.85,417.93,2988.33,2877.66,135.80,544.77,233090.06,0.00,233090.06,237975.04,110343025.46,0.00,78.00,81.00,169.42,163.77,0.21,100.00,1.11,1.00,1.36,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:48,885,594.88,667.92,1.12,636.15,631.26,896.20,1986.92,1969.25,0.00,641.25,667.92,594.88,631.46,496.73,496.73,702.48,495.95,3429.27,3319.83,157.06,630.34,312063.87,0.00,312063.87,318026.42,110343025.46,0.00,91.00,94.00,38.18,60.95,0.28,100.00,1.12,1.00,1.29,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:48,890,538.04,609.84,1.13,588.23,560.55,812.55,1806.62,1796.99,0.00,593.14,609.84,538.04,564.25,451.65,451.65,638.74,443.16,3181.56,3031.84,142.65,572.82,257706.52,0.00,257706.52,262854.90,110343025.46,0.00,81.00,85.00,1.14,7.37,0.23,100.00,1.13,1.00,1.34,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:48,890,661.14,836.26,1.26,823.29,665.98,1058.94,2368.14,2355.91,0.00,829.18,836.26,661.14,678.22,592.04,592.04,837.26,532.68,4135.58,3842.80,183.37,743.56,434236.20,0.00,434236.20,441683.40,110343025.46,0.00,105.00,113.00,150.06,146.58,0.39,100.00,1.26,1.00,1.56,0.76,1.01,0.98,0.99,0.97,0.98,0.00,0.00
,01/12/22,10:35:48,894,638.60,732.19,1.15,696.80,674.93,970.08,2158.25,2150.69,0.00,705.91,732.19,638.60,674.25,539.56,539.56,763.06,529.55,3635.99,3747.30,170.15,683.80,367235.38,0.00,367235.38,373820.52,110343025.46,0.00,101.00,98.00,58.53,37.43,0.33,100.00,1.15,1.00,1.33,0.78,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:48,902,516.04,583.26,1.13,560.55,525.95,768.66,1730.01,1719.88,0.00,574.23,583.26,516.04,533.98,432.50,432.50,611.65,419.39,3110.46,2918.45,136.64,548.62,236394.61,0.00,236394.61,240824.61,110343025.46,0.00,76.00,81.00,177.82,12.53,0.21,100.00,1.13,1.00,1.37,0.80,1.00,1.00,1.00,0.99,0.98,0.00,0.00
,01/12/22,10:35:48,903,561.96,642.04,1.14,615.92,574.39,842.19,1895.43,1882.68,0.00,623.37,642.04,561.96,589.41,473.86,473.86,670.14,462.92,3414.18,3184.01,149.51,600.67,283376.60,0.00,283376.60,288572.87,110343025.46,0.00,83.00,89.00,175.04,157.14,0.26,100.00,1.14,1.00,1.35,0.80,1.00,1.00,1.00,0.99,0.98,0.00,0.00
